,image_path,category,size_group,position_group,ratio_group,bbox,informativeness,informationType,informativeness_group,"group (size, position, ratio)",bbox_name
1148,175387.jpg,Machine,low,high,low,"[[119, 0, 20, 120]]",1.0,"[0, 1, 0, 0, 0]",low,low_high_low,175387.jpg_Machine
1149,,,,,,,,,,,
1150,,,,,,,,,,,
1151,a09ff3a4b88d6f97.jpg,Book,low,high,low,"[[972, 179, 51, 179], [976, 358, 48, 177], [979, 542, 44, 147], [972, 179, 51, 179], [976, 358, 48, 177], [979, 542, 44, 147]]",3.0,"[0, 1, 0, 1, 0]",middle,low_high_low,a09ff3a4b88d6f97.jpg_Book
1152,,,,,,,,,,,
1153,,,,,,,,,,,
1154,137576.jpg,Pet,low,high,low,"[[6, 356, 44, 134]]",4.0,"[0, 1, 0, 1, 1]",middle,low_high_low,137576.jpg_Pet
1155,,,,,,,,,,,
1156,,,,,,,,,,,
1157,,,,,,,,,,,
1158,,,,,,,,,,,
1159,34b65dafe328d39e.jpg,Table,low,high,middle,"[[49, 488, 96, 131]]",4.0,"[0, 1, 0, 0, 1]",middle,low_high_middle,34b65dafe328d39e.jpg_Table
1160,,,,,,,,,,,
1161,,,,,,,,,,,
1162,,,,,,,,,,,
1163,,,,,,,,,,,
1164,,,,,,,,,,,
1165,,,,,,,,,,,
1166,,,,,,,,,,,
1167,,,,,,,,,,,
1168,,,,,,,,,,,
1169,,,,,,,,,,,
1170,,,,,,,,,,,
1171,,,,,,,,,,,
1172,,,,,,,,,,,
1173,,,,,,,,,,,
1174,,,,,,,,,,,
1175,,,,,,,,,,,
1176,,,,,,,,,,,
1177,,,,,,,,,,,
1178,,,,,,,,,,,
1179,,,,,,,,,,,
1180,,,,,,,,,,,
1181,5b5f5c5c05f700b3.jpg,Accessory,low,high,middle,"[[598, 897, 79, 123]]",2.0,"[0, 0, 0, 1, 0]",low,low_high_middle,5b5f5c5c05f700b3.jpg_Accessory
1182,,,,,,,,,,,
1183,,,,,,,,,,,
1184,,,,,,,,,,,
1185,,,,,,,,,,,
1186,,,,,,,,,,,
1187,,,,,,,,,,,
1188,,,,,,,,,,,
1189,,,,,,,,,,,
1190,,,,,,,,,,,
1191,,,,,,,,,,,
1192,,,,,,,,,,,
1193,,,,,,,,,,,
1194,,,,,,,,,,,
1195,,,,,,,,,,,
1196,,,,,,,,,,,
1197,,,,,,,,,,,
1198,,,,,,,,,,,
1199,,,,,,,,,,,
1200,,,,,,,,,,,
1201,030484a0c0f285f6.jpg,Food,low,high,middle,"[[11, 648, 92, 81], [49, 670, 87, 96], [65, 686, 92, 102], [569, 785, 111, 116]]",4.0,"[1, 0, 0, 1, 0]",middle,low_high_middle,030484a0c0f285f6.jpg_Food
1202,,,,,,,,,,,
1203,,,,,,,,,,,
1204,,,,,,,,,,,
1205,,,,,,,,,,,
1206,,,,,,,,,,,
1207,,,,,,,,,,,
1208,,,,,,,,,,,
1209,,,,,,,,,,,
1210,,,,,,,,,,,
1211,,,,,,,,,,,
1212,,,,,,,,,,,
1213,,,,,,,,,,,
1214,,,,,,,,,,,
1215,,,,,,,,,,,
1216,,,,,,,,,,,
1217,,,,,,,,,,,
1218,,,,,,,,,,,
1219,,,,,,,,,,,
1220,,,,,,,,,,,
1221,,,,,,,,,,,
1222,,,,,,,,,,,
1223,,,,,,,,,,,
1224,,,,,,,,,,,
1225,,,,,,,,,,,
1226,,,,,,,,,,,
1227,,,,,,,,,,,
1228,112860.jpg,Vehicle Plate,low,high,middle,"[[0, 145, 49, 51]]",2.0,"[0, 0, 0, 1, 0]",low,low_high_middle,112860.jpg_Vehicle Plate
1229,,,,,,,,,,,
1230,,,,,,,,,,,
1231,,,,,,,,,,,
1232,,,,,,,,,,,
1233,,,,,,,,,,,
1234,4335c08518179b66.jpg,Musical instrument,low,high,middle,"[[894, 361, 80, 108], [894, 361, 80, 108]]",2.5,"[0, 0, 1, 1, 1]",middle,low_high_middle,4335c08518179b66.jpg_Musical instrument
1235,,,,,,,,,,,
1236,,,,,,,,,,,
1237,,,,,,,,,,,
1238,,,,,,,,,,,
1239,,,,,,,,,,,
1240,251016.jpg,Identity,low,high,middle,"[[165, 33, 64, 85], [165, 33, 64, 85]]",3.0,"[1, 0, 0, 0, 1]",middle,low_high_middle,251016.jpg_Identity
1241,,,,,,,,,,,
1242,,,,,,,,,,,
1243,,,,,,,,,,,
1244,,,,,,,,,,,
1245,239757.jpg,Toy,low,high,middle,"[[502, 53, 62, 86]]",3.0,"[0, 0, 0, 1, 0]",middle,low_high_middle,239757.jpg_Toy
1246,,,,,,,,,,,
1247,,,,,,,,,,,
1248,,,,,,,,,,,
1249,,,,,,,,,,,
1250,,,,,,,,,,,
1251,,,,,,,,,,,
1252,,,,,,,,,,,
1253,,,,,,,,,,,
1254,,,,,,,,,,,
1255,,,,,,,,,,,
1256,,,,,,,,,,,
1257,,,,,,,,,,,
1258,,,,,,,,,,,
1259,,,,,,,,,,,
1260,50202badfd6b50fe.jpg,Home interior,low,high,middle,"[[117, 480, 79, 89]]",4.0,"[0, 0, 0, 1, 0]",middle,low_high_middle,50202badfd6b50fe.jpg_Home interior
1261,2a0905a2ff63f09e.jpg,Finger,low,high,middle,"[[116, 912, 89, 111]]",5.0,"[0, 1, 1, 0, 0]",high,low_high_middle,2a0905a2ff63f09e.jpg_Finger
1262,,,,,,,,,,,
1263,,,,,,,,,,,
1264,,,,,,,,,,,
1265,,,,,,,,,,,
1266,,,,,,,,,,,
1267,,,,,,,,,,,
1268,,,,,,,,,,,
1269,976ca910c239e2fc.jpg,Book,low,high,middle,"[[773, 225, 124, 192], [792, 388, 105, 149]]",6.0,"[1, 0, 0, 1, 0]",high,low_high_middle,976ca910c239e2fc.jpg_Book
1270,189820.jpg,Screen,low,high,middle,"[[0, 73, 46, 54]]",2.0,"[0, 0, 0, 1, 0]",low,low_high_middle,189820.jpg_Screen
1271,173217.jpg,Printed Material,low,high,middle,"[[39, 146, 66, 66], [429, 289, 56, 52], [39, 146, 66, 66], [429, 289, 56, 52], [39, 146, 66, 66], [429, 289, 56, 52]]",4.67,"[1, 1, 0, 0, 1]",high,low_high_middle,173217.jpg_Printed Material
1272,,,,,,,,,,,
1273,,,,,,,,,,,
1274,,,,,,,,,,,
1275,,,,,,,,,,,
1276,286182.jpg,Home interior,low,low,high,"[[149, 334, 66, 58], [222, 333, 62, 53]]",2.0,"[0, 0, 0, 1, 0]",low,low_low_high,286182.jpg_Home interior
1277,,,,,,,,,,,
1278,,,,,,,,,,,
1279,,,,,,,,,,,
1280,,,,,,,,,,,
1281,,,,,,,,,,,
1282,,,,,,,,,,,
1283,,,,,,,,,,,
1284,,,,,,,,,,,
1285,,,,,,,,,,,
1286,,,,,,,,,,,
1287,,,,,,,,,,,
1288,168331.jpg,Book,low,low,high,"[[205, 113, 103, 13], [193, 119, 114, 16]]",3.0,"[0, 0, 0, 1, 0]",middle,low_low_high,168331.jpg_Book
1289,,,,,,,,,,,
1290,,,,,,,,,,,
1291,,,,,,,,,,,
1292,,,,,,,,,,,
1293,,,,,,,,,,,
1294,146841.jpg,Printed Material,low,low,high,"[[263, 154, 90, 61], [263, 154, 90, 61]]",0.5,"[0, 1, 1, 0, 0]",low,low_low_high,146841.jpg_Printed Material
1295,,,,,,,,,,,
1296,976ca910c239e2fc.jpg,Person,low,low,high,"[[344, 656, 124, 76]]",4.0,"[1, 0, 0, 0, 0]",middle,low_low_high,976ca910c239e2fc.jpg_Person
1297,,,,,,,,,,,
1298,,,,,,,,,,,
1299,,,,,,,,,,,
1300,,,,,,,,,,,
1301,,,,,,,,,,,
1302,,,,,,,,,,,
1303,107656.jpg,Pet,low,low,high,"[[173, 209, 83, 46], [173, 209, 83, 46], [173, 209, 83, 46]]",4.33,"[1, 0, 1, 1, 0]",high,low_low_high,107656.jpg_Pet
1304,590f63eb87ae3901.jpg,Table,low,low,high,"[[333, 348, 156, 44]]",3.0,"[0, 1, 1, 0, 1]",middle,low_low_high,590f63eb87ae3901.jpg_Table
1305,,,,,,,,,,,
1306,,,,,,,,,,,
1307,0515eb8d42f77988.jpg,Accessory,low,low,high,"[[349, 644, 139, 66]]",3.0,"[1, 0, 0, 1, 0]",middle,low_low_high,0515eb8d42f77988.jpg_Accessory
1308,,,,,,,,,,,
1309,,,,,,,,,,,
1310,,,,,,,,,,,
1311,28c9331905cb8c5b.jpg,Toy,low,low,high,"[[195, 619, 123, 106]]",4.0,"[0, 0, 0, 1, 0]",middle,low_low_high,28c9331905cb8c5b.jpg_Toy
1312,,,,,,,,,,,
1313,,,,,,,,,,,
1314,,,,,,,,,,,
1315,,,,,,,,,,,
1316,,,,,,,,,,,
1317,ac14e7cec3fe432b.jpg,Scenery,low,low,high,"[[285, 240, 169, 97], [285, 240, 169, 97]]",4.0,"[0, 1, 0, 0, 1]",middle,low_low_high,ac14e7cec3fe432b.jpg_Scenery
1318,,,,,,,,,,,
1319,,,,,,,,,,,
1320,,,,,,,,,,,
1321,,,,,,,,,,,
1322,,,,,,,,,,,
1323,,,,,,,,,,,
1324,,,,,,,,,,,
1325,,,,,,,,,,,
1326,,,,,,,,,,,
1327,,,,,,,,,,,
1328,,,,,,,,,,,
1329,,,,,,,,,,,
1330,334813.jpg,Screen,low,low,high,"[[179, 338, 91, 42], [179, 338, 91, 42], [179, 338, 91, 42]]",4.67,"[1, 1, 1, 0, 1]",high,low_low_high,334813.jpg_Screen
1331,,,,,,,,,,,
1332,,,,,,,,,,,
1333,,,,,,,,,,,
1334,,,,,,,,,,,
1335,,,,,,,,,,,
1336,,,,,,,,,,,
1337,,,,,,,,,,,
1338,,,,,,,,,,,
1339,,,,,,,,,,,
1340,,,,,,,,,,,
1341,182903.jpg,Printed Material,low,low,low,"[[291, 167, 27, 58], [291, 167, 27, 58], [291, 167, 27, 58]]",3.0,"[1, 0, 0, 0, 1]",middle,low_low_low,182903.jpg_Printed Material
1342,,,,,,,,,,,
1343,,,,,,,,,,,
1344,,,,,,,,,,,
1345,,,,,,,,,,,
1346,,,,,,,,,,,
1347,a07d695db0b2c700.jpg,Scenery,low,low,low,"[[364, 286, 65, 108]]",1.0,"[0, 1, 0, 0, 0]",low,low_low_low,a07d695db0b2c700.jpg_Scenery
1348,,,,,,,,,,,
1349,7ae56b9a673b49cb.jpg,Home interior,low,low,low,"[[276, 268, 78, 240]]",2.0,"[0, 1, 0, 0, 1]",low,low_low_low,7ae56b9a673b49cb.jpg_Home interior
1350,01ab773186c630c4.jpg,Person,low,low,low,"[[604, 131, 53, 184], [604, 131, 53, 184]]",5.5,"[1, 1, 1, 1, 1]",high,low_low_low,01ab773186c630c4.jpg_Person
1351,,,,,,,,,,,
1352,,,,,,,,,,,
1353,119516.jpg,Person,low,low,low,"[[369, 206, 41, 101], [369, 206, 41, 101], [369, 206, 41, 101]]",4.33,"[1, 1, 0, 0, 0]",high,low_low_low,119516.jpg_Person
1354,,,,,,,,,,,
1355,314530.jpg,Printed Material,low,low,low,"[[292, 203, 44, 88]]",4.0,"[0, 0, 0, 0, 1]",middle,low_low_low,314530.jpg_Printed Material
1356,01ab773186c630c4.jpg,Clothing,low,low,low,"[[407, 167, 53, 161], [533, 148, 47, 122], [618, 156, 35, 143], [643, 164, 49, 115], [407, 167, 53, 161], [533, 148, 47, 122], [618, 156, 35, 143], [643, 164, 49, 115]]",4.0,"[1, 0, 1, 1, 1]",middle,low_low_low,01ab773186c630c4.jpg_Clothing
1357,,,,,,,,,,,
1358,,,,,,,,,,,
1359,179155.jpg,Scenery,low,low,low,"[[179, 67, 19, 150]]",4.0,"[0, 1, 0, 0, 0]",middle,low_low_low,179155.jpg_Scenery
1360,,,,,,,,,,,
1361,,,,,,,,,,,
1362,,,,,,,,,,,
1363,,,,,,,,,,,
1364,,,,,,,,,,,
1365,,,,,,,,,,,
1366,,,,,,,,,,,
1367,,,,,,,,,,,
1368,d01d43bf0d8dc8e5.jpg,Place Identifier,low,low,low,"[[651, 203, 25, 267], [651, 203, 25, 267]]",4.0,"[0, 1, 0, 0, 0]",middle,low_low_low,d01d43bf0d8dc8e5.jpg_Place Identifier
1369,00e8e1122ed9f31c.jpg,Others,low,low,low,"[[621, 224, 108, 180], [621, 224, 108, 180]]",3.5,"[1, 1, 0, 0, 0]",middle,low_low_low,00e8e1122ed9f31c.jpg_Others
1370,,,,,,,,,,,
1371,,,,,,,,,,,
1372,,,,,,,,,,,
1373,,,,,,,,,,,
1374,,,,,,,,,,,
1375,,,,,,,,,,,
1376,5b5f5c5c05f700b3.jpg,Others,low,low,middle,"[[402, 478, 110, 159], [402, 478, 110, 159]]",2.5,"[0, 1, 0, 0, 0]",middle,low_low_middle,5b5f5c5c05f700b3.jpg_Others
1377,,,,,,,,,,,
1378,,,,,,,,,,,
1379,,,,,,,,,,,
1380,,,,,,,,,,,
1381,,,,,,,,,,,
1382,,,,,,,,,,,
1383,,,,,,,,,,,
1384,,,,,,,,,,,
1385,259336.jpg,Cigarettes,low,low,middle,"[[394, 158, 51, 74]]",1.0,"[0, 0, 1, 0, 0]",low,low_low_middle,259336.jpg_Cigarettes
1386,,,,,,,,,,,
1387,,,,,,,,,,,
1388,,,,,,,,,,,
1389,,,,,,,,,,,
1390,,,,,,,,,,,
1391,,,,,,,,,,,
1392,156404.jpg,Identity,low,low,middle,"[[173, 261, 66, 73], [173, 261, 66, 73]]",2.5,"[1, 0, 0, 0, 0]",middle,low_low_middle,156404.jpg_Identity
1393,,,,,,,,,,,
1394,,,,,,,,,,,
1395,,,,,,,,,,,
1396,,,,,,,,,,,
1397,,,,,,,,,,,
1398,,,,,,,,,,,
1399,,,,,,,,,,,
1400,,,,,,,,,,,
1401,,,,,,,,,,,
1402,,,,,,,,,,,
1403,,,,,,,,,,,
1404,,,,,,,,,,,
1405,,,,,,,,,,,
1406,02c704b941566bc9.jpg,Clothing,low,low,middle,"[[326, 247, 69, 93], [326, 247, 69, 93]]",5.5,"[0, 1, 1, 1, 0]",high,low_low_middle,02c704b941566bc9.jpg_Clothing
1407,,,,,,,,,,,
1408,,,,,,,,,,,
1409,,,,,,,,,,,
1410,,,,,,,,,,,
1411,,,,,,,,,,,
1412,,,,,,,,,,,
1413,,,,,,,,,,,
1414,,,,,,,,,,,
1415,,,,,,,,,,,
1416,,,,,,,,,,,
1417,,,,,,,,,,,
1418,,,,,,,,,,,
1419,,,,,,,,,,,
1420,,,,,,,,,,,
1421,107129.jpg,Toy,low,low,middle,"[[249, 258, 69, 77]]",3.0,"[0, 0, 0, 1, 0]",middle,low_low_middle,107129.jpg_Toy
1422,,,,,,,,,,,
1423,,,,,,,,,,,
1424,,,,,,,,,,,
1425,,,,,,,,,,,
1426,,,,,,,,,,,
1427,,,,,,,,,,,
1428,,,,,,,,,,,
1429,,,,,,,,,,,
1430,2310a9d90806ca38.jpg,Book,low,low,middle,"[[361, 309, 95, 144], [523, 321, 110, 128], [361, 309, 95, 144], [523, 321, 110, 128]]",1.5,"[0, 1, 0, 1, 0]",low,low_low_middle,2310a9d90806ca38.jpg_Book
1431,,,,,,,,,,,
1432,,,,,,,,,,,
1433,,,,,,,,,,,
1434,,,,,,,,,,,
1435,,,,,,,,,,,
1436,,,,,,,,,,,
1437,,,,,,,,,,,
1438,,,,,,,,,,,
1439,,,,,,,,,,,
1440,,,,,,,,,,,
1441,02eb8d9a3e34b370.jpg,Person,low,low,middle,"[[217, 329, 80, 111]]",6.0,"[1, 0, 0, 1, 1]",high,low_low_middle,02eb8d9a3e34b370.jpg_Person
1442,,,,,,,,,,,
1443,151900.jpg,Identity,low,low,middle,"[[227, 250, 64, 66], [227, 250, 64, 66]]",4.0,"[1, 0, 0, 0, 1]",middle,low_low_middle,151900.jpg_Identity
1444,,,,,,,,,,,
1445,,,,,,,,,,,
1446,,,,,,,,,,,
1447,,,,,,,,,,,
1448,3476c411e42d86cf.jpg,Photo,low,low,middle,"[[403, 366, 126, 116], [403, 366, 126, 116]]",4.5,"[1, 0, 1, 1, 0]",high,low_low_middle,3476c411e42d86cf.jpg_Photo
1449,202080.jpg,Pet,low,low,middle,"[[368, 186, 47, 47]]",3.0,"[0, 1, 0, 0, 0]",middle,low_low_middle,202080.jpg_Pet
1450,,,,,,,,,,,
1451,,,,,,,,,,,
1452,,,,,,,,,,,
1453,231f3e437626f792.jpg,Person,low,middle,high,"[[97, 447, 135, 51], [444, 561, 149, 66], [97, 447, 135, 51], [444, 561, 149, 66]]",1.5,"[1, 0, 0, 0, 0]",low,low_middle_high,231f3e437626f792.jpg_Person
1454,,,,,,,,,,,
1455,,,,,,,,,,,
1456,,,,,,,,,,,
1457,,,,,,,,,,,
1458,,,,,,,,,,,
1459,,,,,,,,,,,
1460,,,,,,,,,,,
1461,,,,,,,,,,,
1462,,,,,,,,,,,
1463,,,,,,,,,,,
1464,,,,,,,,,,,
1465,232463.jpg,Cigarettes,low,middle,high,"[[422, 222, 84, 41]]",5.0,"[1, 0, 1, 0, 1]",high,low_middle_high,232463.jpg_Cigarettes
1466,,,,,,,,,,,
1467,,,,,,,,,,,
1468,,,,,,,,,,,
1469,,,,,,,,,,,
1470,,,,,,,,,,,
1471,,,,,,,,,,,
1472,,,,,,,,,,,
1473,,,,,,,,,,,
1474,,,,,,,,,,,
1475,,,,,,,,,,,
1476,,,,,,,,,,,
1477,,,,,,,,,,,
1478,,,,,,,,,,,
1479,,,,,,,,,,,
1480,,,,,,,,,,,
1481,,,,,,,,,,,
1482,,,,,,,,,,,
1483,,,,,,,,,,,
1484,,,,,,,,,,,
1485,,,,,,,,,,,
1486,,,,,,,,,,,
1487,,,,,,,,,,,
1488,,,,,,,,,,,
1489,,,,,,,,,,,
1490,159424.jpg,Musical instrument,low,middle,high,"[[258, 230, 67, 53], [258, 230, 67, 53]]",1.5,"[0, 0, 1, 1, 0]",low,low_middle_high,159424.jpg_Musical instrument
1491,175121.jpg,Others,low,middle,high,"[[380, 276, 90, 69]]",4.0,"[0, 1, 0, 0, 0]",middle,low_middle_high,175121.jpg_Others
1492,,,,,,,,,,,
1493,,,,,,,,,,,
1494,,,,,,,,,,,
1495,,,,,,,,,,,
1496,,,,,,,,,,,
1497,,,,,,,,,,,
1498,,,,,,,,,,,
1499,,,,,,,,,,,
1500,,,,,,,,,,,
1501,,,,,,,,,,,
1502,,,,,,,,,,,
1503,,,,,,,,,,,
1504,,,,,,,,,,,
1505,,,,,,,,,,,
1506,16f352b006a890cd.jpg,Finger,low,middle,high,"[[144, 324, 153, 102]]",4.0,"[0, 1, 0, 0, 1]",middle,low_middle_high,16f352b006a890cd.jpg_Finger
1507,,,,,,,,,,,
1508,,,,,,,,,,,
1509,,,,,,,,,,,
1510,,,,,,,,,,,
1511,,,,,,,,,,,
1512,,,,,,,,,,,
1513,,,,,,,,,,,
1514,,,,,,,,,,,
1515,,,,,,,,,,,
1516,,,,,,,,,,,
1517,,,,,,,,,,,
1518,,,,,,,,,,,
1519,,,,,,,,,,,
1520,,,,,,,,,,,
1521,,,,,,,,,,,
1522,,,,,,,,,,,
1523,,,,,,,,,,,
1524,,,,,,,,,,,
1525,,,,,,,,,,,
1526,,,,,,,,,,,
1527,154358.jpg,Accessory,low,middle,high,"[[102, 425, 74, 65]]",1.0,"[0, 0, 0, 1, 0]",low,low_middle_high,154358.jpg_Accessory
1528,,,,,,,,,,,
1529,,,,,,,,,,,
1530,,,,,,,,,,,
1531,,,,,,,,,,,
1532,,,,,,,,,,,
1533,,,,,,,,,,,
1534,,,,,,,,,,,
1535,,,,,,,,,,,
1536,,,,,,,,,,,
1537,,,,,,,,,,,
1538,,,,,,,,,,,
1539,252244.jpg,Toy,low,middle,high,"[[152, 516, 181, 37], [152, 516, 181, 37]]",2.5,"[0, 0, 1, 1, 0]",middle,low_middle_high,252244.jpg_Toy
1540,,,,,,,,,,,
1541,,,,,,,,,,,
1542,4afc9fce9b1398c0.jpg,Table,low,middle,high,"[[713, 387, 308, 65], [713, 387, 308, 65]]",2.5,"[0, 0, 0, 1, 0]",middle,low_middle_high,4afc9fce9b1398c0.jpg_Table
1543,,,,,,,,,,,
1544,,,,,,,,,,,
1545,,,,,,,,,,,
1546,,,,,,,,,,,
1547,,,,,,,,,,,
1548,,,,,,,,,,,
1549,,,,,,,,,,,
1550,,,,,,,,,,,
1551,116941.jpg,Place Identifier,low,middle,high,"[[398, 321, 71, 49], [398, 321, 71, 49], [398, 321, 71, 49]]",2.67,"[0, 1, 0, 1, 1]",middle,low_middle_high,116941.jpg_Place Identifier
1552,,,,,,,,,,,
1553,,,,,,,,,,,
1554,,,,,,,,,,,
1555,,,,,,,,,,,
1556,,,,,,,,,,,
1557,,,,,,,,,,,
1558,,,,,,,,,,,
1559,,,,,,,,,,,
1560,133034.jpg,Book,low,middle,high,"[[384, 81, 114, 36]]",4.0,"[1, 0, 0, 0, 0]",middle,low_middle_high,133034.jpg_Book
1561,,,,,,,,,,,
1562,,,,,,,,,,,
1563,215114.jpg,Printed Material,low,middle,low,"[[68, 301, 70, 132], [68, 301, 70, 132]]",4.0,"[1, 1, 0, 0, 0]",middle,low_middle_low,215114.jpg_Printed Material
1564,,,,,,,,,,,
1565,,,,,,,,,,,
1566,,,,,,,,,,,
1567,,,,,,,,,,,
1568,,,,,,,,,,,
1569,146467.jpg,Person,low,middle,low,"[[370, 233, 65, 106], [370, 233, 65, 106]]",5.0,"[1, 1, 1, 1, 0]",high,low_middle_low,146467.jpg_Person
1570,,,,,,,,,,,
1571,,,,,,,,,,,
1572,,,,,,,,,,,
1573,,,,,,,,,,,
1574,18466.jpg,Accessory,low,middle,low,"[[334, 109, 36, 80], [332, 102, 43, 114], [334, 109, 36, 80], [332, 102, 43, 114]]",2.5,"[0, 0, 1, 1, 0]",middle,low_middle_low,18466.jpg_Accessory
1575,,,,,,,,,,,
1576,,,,,,,,,,,
1577,,,,,,,,,,,
1578,,,,,,,,,,,
1579,,,,,,,,,,,
1580,,,,,,,,,,,
1581,,,,,,,,,,,
1582,,,,,,,,,,,
1583,,,,,,,,,,,
1584,171413.jpg,Book,low,middle,low,"[[277, 152, 28, 65]]",6.0,"[1, 0, 0, 1, 0]",high,low_middle_low,171413.jpg_Book
1585,,,,,,,,,,,
1586,,,,,,,,,,,
1587,2995bebb788ad1ba.jpg,Table,low,middle,low,"[[249, 304, 57, 198], [249, 304, 57, 198], [249, 304, 57, 198]]",4.0,"[0, 1, 0, 1, 1]",middle,low_middle_low,2995bebb788ad1ba.jpg_Table
1588,,,,,,,,,,,
1589,,,,,,,,,,,
1590,,,,,,,,,,,
1591,,,,,,,,,,,
1592,,,,,,,,,,,
1593,,,,,,,,,,,
1594,,,,,,,,,,,
1595,,,,,,,,,,,
1596,,,,,,,,,,,
1597,,,,,,,,,,,
1598,,,,,,,,,,,
1599,252244.jpg,Place Identifier,low,middle,low,"[[145, 85, 46, 124], [145, 85, 46, 124], [145, 85, 46, 124], [145, 85, 46, 124]]",3.25,"[0, 1, 0, 0, 1]",middle,low_middle_low,252244.jpg_Place Identifier
1600,,,,,,,,,,,
1601,,,,,,,,,,,
1602,,,,,,,,,,,
1603,,,,,,,,,,,
1604,,,,,,,,,,,
1605,0c3faec726e97005.jpg,Clothing,low,middle,low,"[[243, 229, 77, 214], [243, 229, 77, 214]]",3.5,"[0, 1, 0, 0, 1]",middle,low_middle_low,0c3faec726e97005.jpg_Clothing
1606,,,,,,,,,,,
1607,,,,,,,,,,,
1608,,,,,,,,,,,
1609,,,,,,,,,,,
1610,,,,,,,,,,,
1611,,,,,,,,,,,
1612,,,,,,,,,,,
1613,,,,,,,,,,,
1614,,,,,,,,,,,
1615,4a197f10b93d99d8.jpg,Others,low,middle,low,"[[802, 275, 57, 140], [802, 275, 57, 140]]",4.5,"[1, 0, 1, 1, 0]",high,low_middle_low,4a197f10b93d99d8.jpg_Others
1616,168848.jpg,Vehicle Plate,low,middle,low,"[[521, 150, 41, 82], [521, 150, 41, 82], [521, 150, 41, 82]]",3.33,"[0, 1, 0, 0, 0]",middle,low_middle_low,168848.jpg_Vehicle Plate
1617,,,,,,,,,,,
1618,,,,,,,,,,,
1619,,,,,,,,,,,
1620,,,,,,,,,,,
1621,,,,,,,,,,,
1622,,,,,,,,,,,
1623,,,,,,,,,,,
1624,,,,,,,,,,,
1625,150265.jpg,Home interior,low,middle,low,"[[305, 163, 39, 105], [305, 163, 39, 105]]",1.5,"[0, 1, 0, 0, 0]",low,low_middle_low,150265.jpg_Home interior
1626,,,,,,,,,,,
1627,,,,,,,,,,,
1628,,,,,,,,,,,
1629,,,,,,,,,,,
1630,,,,,,,,,,,
1631,,,,,,,,,,,
1632,,,,,,,,,,,
1633,,,,,,,,,,,
1634,,,,,,,,,,,
1635,,,,,,,,,,,
1636,,,,,,,,,,,
1637,,,,,,,,,,,
1638,,,,,,,,,,,
1639,,,,,,,,,,,
1640,,,,,,,,,,,
1641,,,,,,,,,,,
1642,,,,,,,,,,,
1643,5b5f5c5c05f700b3.jpg,Finger,low,middle,middle,"[[105, 286, 125, 143], [105, 286, 125, 143]]",2.5,"[0, 1, 0, 1, 0]",middle,low_middle_middle,5b5f5c5c05f700b3.jpg_Finger
1644,,,,,,,,,,,
1645,,,,,,,,,,,
1646,,,,,,,,,,,
1647,,,,,,,,,,,
1648,,,,,,,,,,,
1649,,,,,,,,,,,
1650,,,,,,,,,,,
1651,,,,,,,,,,,
1652,,,,,,,,,,,
1653,39477.jpg,Machine,low,middle,middle,"[[151, 266, 60, 88]]",3.0,"[0, 0, 0, 1, 0]",middle,low_middle_middle,39477.jpg_Machine
1654,13cfe71ebbf0ae3b.jpg,Table,low,middle,middle,"[[569, 467, 145, 132]]",4.0,"[0, 1, 1, 0, 0]",middle,low_middle_middle,13cfe71ebbf0ae3b.jpg_Table
1655,,,,,,,,,,,
1656,,,,,,,,,,,
1657,,,,,,,,,,,
1658,,,,,,,,,,,
1659,,,,,,,,,,,
1660,,,,,,,,,,,
1661,,,,,,,,,,,
1662,,,,,,,,,,,
1663,,,,,,,,,,,
1664,,,,,,,,,,,
1665,,,,,,,,,,,
1666,,,,,,,,,,,
1667,,,,,,,,,,,
1668,,,,,,,,,,,
1669,,,,,,,,,,,
1670,484075.jpg,Identity,low,middle,middle,"[[124, 207, 46, 41], [124, 207, 46, 41], [124, 207, 46, 41]]",2.33,"[1, 1, 0, 0, 1]",middle,low_middle_middle,484075.jpg_Identity
1671,,,,,,,,,,,
1672,,,,,,,,,,,
1673,,,,,,,,,,,
1674,,,,,,,,,,,
1675,,,,,,,,,,,
1676,a07d695db0b2c700.jpg,Place Identifier,low,middle,middle,"[[686, 259, 65, 102], [686, 259, 65, 102]]",2.5,"[0, 1, 1, 0, 0]",middle,low_middle_middle,a07d695db0b2c700.jpg_Place Identifier
1677,,,,,,,,,,,
1678,,,,,,,,,,,
1679,,,,,,,,,,,
1680,,,,,,,,,,,
1681,,,,,,,,,,,
1682,,,,,,,,,,,
1683,,,,,,,,,,,
1684,,,,,,,,,,,
1685,,,,,,,,,,,
1686,,,,,,,,,,,
1687,,,,,,,,,,,
1688,,,,,,,,,,,
1689,,,,,,,,,,,
1690,,,,,,,,,,,
1691,,,,,,,,,,,
1692,,,,,,,,,,,
1693,,,,,,,,,,,
1694,,,,,,,,,,,
1695,,,,,,,,,,,
1696,,,,,,,,,,,
1697,,,,,,,,,,,
1698,,,,,,,,,,,
1699,,,,,,,,,,,
1700,,,,,,,,,,,
1701,,,,,,,,,,,
1702,,,,,,,,,,,
1703,131764.jpg,Vehicle Plate,low,middle,middle,"[[127, 247, 39, 42], [127, 247, 39, 42], [127, 247, 39, 42], [127, 247, 39, 42]]",3.75,"[1, 0, 0, 0, 1]",middle,low_middle_middle,131764.jpg_Vehicle Plate
