age,gender,nationality,extraversion,agreeableness,conscientiousness,neuroticism,openness,ifPrivacy
26,Male,British,5,7,6,5,7,1
26,Male,British,5,7,6,5,7,1
44,Female,Japan,6,6,6,7,5,1
44,Female,Japan,6,6,6,7,5,0
44,Female,Japan,6,6,6,7,5,1
42,Female,Japan,4,3,5,10,8,1
42,Female,Japan,4,3,5,10,8,0
42,Female,Japan,4,3,5,10,8,1
26,Male,British,5,8,7,7,7,0
26,Male,British,5,8,7,7,7,0
26,Male,British,5,8,7,7,7,1
43,Female,British,9,8,6,4,7,0
43,Female,British,9,8,6,4,7,0
43,Female,British,9,8,6,4,7,1
52,Female,Japan,6,9,5,8,6,1
52,Female,Japan,6,9,5,8,6,1
36,Male,Japan,4,5,7,9,4,1
36,Male,Japan,4,5,7,9,4,1
49,Male,British,6,7,6,7,8,1
49,Male,British,6,7,6,7,8,1
33,Male,British,4,7,6,3,8,1
33,Male,British,4,7,6,3,8,1
42,Male,Japan,2,2,2,7,6,0
42,Male,Japan,2,2,2,7,6,1
42,Male,Japan,2,2,2,7,6,1
42,Male,Japan,2,2,2,7,6,1
42,Male,Japan,2,2,2,7,6,1
30,Female,Japan,9,5,7,7,9,0
30,Female,Japan,9,5,7,7,9,1
30,Female,Japan,9,5,7,7,9,1
30,Female,Japan,9,5,7,7,9,1
30,Female,Japan,9,5,7,7,9,1
30,Female,Japan,9,5,7,7,9,1
42,Male,British,6,7,6,6,4,1
42,Male,British,6,7,6,6,4,1
42,Male,British,6,7,6,6,4,1
42,Male,British,6,7,6,6,4,1
42,Male,British,6,7,6,6,4,1
42,Male,British,4,8,5,4,10,0
42,Male,British,4,8,5,4,10,1
42,Male,British,4,8,5,4,10,0
42,Male,British,4,8,5,4,10,1
42,Male,British,4,8,5,4,10,1
29,Other,Japan,2,6,2,10,5,0
29,Other,Japan,2,6,2,10,5,0
29,Other,Japan,2,6,2,10,5,1
38,Female,Japan,5,7,5,6,8,1
38,Female,Japan,5,7,5,6,8,0
38,Female,Japan,5,7,5,6,8,0
47,Male,British,6,7,10,6,8,1
47,Male,British,6,7,10,6,8,1
47,Male,British,6,7,10,6,8,1
37,Female,British,8,10,7,9,10,1
37,Female,British,8,10,7,9,10,1
37,Female,British,8,10,7,9,10,1
42,Male,Japan,5,7,7,7,6,1
42,Male,Japan,5,7,7,7,6,0
42,Male,Japan,5,7,7,7,6,1
42,Male,Japan,5,7,7,7,6,0
52,Male,Japan,5,7,5,9,6,0
52,Male,Japan,5,7,5,9,6,0
52,Male,Japan,5,7,5,9,6,1
52,Male,Japan,5,7,5,9,6,0
34,Female,British,4,6,4,10,7,0
34,Female,British,4,6,4,10,7,0
34,Female,British,4,6,4,10,7,1
34,Female,British,4,6,4,10,7,1
58,Male,British,8,9,9,4,10,1
58,Male,British,8,9,9,4,10,1
58,Male,British,8,9,9,4,10,1
58,Male,British,8,9,9,4,10,1
23,Male,Japan,3,5,5,8,8,0
41,Male,Japan,3,5,3,7,4,1
25,Female,Japan,6,6,6,6,4,1
20,Female,British,5,10,6,6,9,0
50,Female,British,2,2,6,10,10,0
51,Female,British,5,6,6,6,6,1
25,Female,Japan,3,4,8,8,10,0
25,Female,Japan,3,4,8,8,10,1
25,Female,Japan,3,4,8,8,10,1
25,Female,Japan,3,4,8,8,10,1
25,Female,Japan,3,4,8,8,10,1
25,Female,Japan,3,4,8,8,10,1
43,Male,Japan,2,4,3,9,5,0
43,Male,Japan,2,4,3,9,5,1
43,Male,Japan,2,4,3,9,5,1
43,Male,Japan,2,4,3,9,5,1
43,Male,Japan,2,4,3,9,5,1
43,Male,Japan,2,4,3,9,5,1
25,Female,British,4,6,8,8,5,1
25,Female,British,4,6,8,8,5,1
25,Female,British,4,6,8,8,5,1
25,Female,British,4,6,8,8,5,1
25,Female,British,4,6,8,8,5,1
25,Female,British,4,6,8,8,5,1
37,Male,British,3,5,9,9,6,1
37,Male,British,3,5,9,9,6,1
37,Male,British,3,5,9,9,6,1
37,Male,British,3,5,9,9,6,1
37,Male,British,3,5,9,9,6,1
37,Male,British,3,5,9,9,6,1
27,Male,Japan,7,5,3,4,3,1
27,Male,Japan,7,5,3,4,3,1
27,Male,Japan,7,5,3,4,3,1
60,Female,Japan,4,6,6,8,7,1
60,Female,Japan,4,6,6,8,7,1
60,Female,Japan,4,6,6,8,7,1
22,Female,British,2,6,3,7,7,1
22,Female,British,2,6,3,7,7,1
22,Female,British,2,6,3,7,7,1
38,Male,British,2,4,7,7,6,1
38,Male,British,2,4,7,7,6,1
38,Male,British,2,4,7,7,6,1
29,Female,Japan,5,6,6,6,8,1
48,Female,Japan,3,7,6,8,8,0
23,Male,British,5,9,7,6,6,0
37,Male,British,6,4,7,6,6,1
33,Male,Japan,3,4,6,7,6,1
33,Male,Japan,3,4,6,7,6,1
33,Male,Japan,3,4,6,7,6,1
33,Male,Japan,3,4,6,7,6,1
33,Male,Japan,3,4,6,7,6,1
20,Female,Japan,3,4,2,6,10,0
20,Female,Japan,3,4,2,6,10,0
20,Female,Japan,3,4,2,6,10,1
20,Female,Japan,3,4,2,6,10,1
20,Female,Japan,3,4,2,6,10,0
34,Other,British,5,6,10,5,8,1
34,Other,British,5,6,10,5,8,1
34,Other,British,5,6,10,5,8,1
34,Other,British,5,6,10,5,8,1
34,Other,British,5,6,10,5,8,1
37,Female,British,9,8,6,4,5,1
37,Female,British,9,8,6,4,5,1
37,Female,British,9,8,6,4,5,1
37,Female,British,9,8,6,4,5,1
37,Female,British,9,8,6,4,5,1
33,Female,Japan,5,7,7,10,9,0
30,Male,Japan,4,5,5,9,8,0
28,Male,British,4,3,6,6,7,1
30,Female,British,5,7,6,2,10,1
34,Female,Japan,2,4,3,10,9,0
34,Female,Japan,2,4,3,10,9,1
34,Female,Japan,2,4,3,10,9,0
34,Female,Japan,2,4,3,10,9,0
54,Male,Japan,6,5,8,4,8,0
54,Male,Japan,6,5,8,4,8,1
54,Male,Japan,6,5,8,4,8,0
54,Male,Japan,6,5,8,4,8,0
29,Male,British,6,4,8,8,7,1
29,Male,British,6,4,8,8,7,0
29,Male,British,6,4,8,8,7,0
29,Male,British,6,4,8,8,7,1
26,Male,British,7,8,6,4,6,1
26,Male,British,7,8,6,4,6,0
26,Male,British,7,8,6,4,6,0
26,Male,British,7,8,6,4,6,0
55,Male,Japan,5,6,6,8,6,1
55,Male,Japan,5,6,6,8,6,1
55,Male,Japan,5,6,6,8,6,1
46,Female,Japan,4,7,8,6,8,1
46,Female,Japan,4,7,8,6,8,1
46,Female,Japan,4,7,8,6,8,1
38,Female,British,10,6,10,10,10,1
38,Female,British,10,6,10,10,10,1
38,Female,British,10,6,10,10,10,1
29,Female,British,5,5,7,5,8,1
29,Female,British,5,5,7,5,8,1
29,Female,British,5,5,7,5,8,1
49,Female,Japan,4,3,5,10,6,0
40,Male,Japan,8,5,9,5,8,0
31,Male,British,8,6,10,8,8,1
26,Male,British,5,9,6,7,7,1
49,Male,Japan,4,6,4,8,4,1
49,Male,Japan,4,6,4,8,4,1
24,Female,Japan,6,5,7,9,7,1
32,Female,British,5,8,10,6,10,1
47,Other,British,9,8,10,4,10,0
26,Male,British,5,4,9,5,6,1
29,Female,Japan,5,5,2,10,5,0
48,Female,Japan,6,6,9,6,8,0
34,Male,British,2,7,7,9,5,1
20,Male,British,7,6,6,9,10,1
38,Female,Japan,5,7,5,6,8,0
29,Other,Japan,2,6,2,10,5,0
47,Male,British,6,7,10,6,8,0
37,Female,British,8,10,7,9,10,0
54,Female,Japan,5,8,9,3,10,1
47,Male,Japan,4,6,3,6,4,1
22,Male,British,6,9,4,6,10,1
37,Male,British,3,7,7,7,8,1
55,Male,Japan,7,6,7,4,7,0
39,Male,Japan,3,8,3,9,6,1
36,Female,British,3,3,6,10,4,1
35,Female,British,2,8,8,7,9,1
46,Male,Japan,3,5,8,6,7,0
37,Male,Japan,6,3,7,6,5,0
29,Female,British,6,6,7,7,7,0
29,Other,British,2,5,6,9,9,0
20,Male,British,4,6,10,6,6,0
44,Male,Japan,5,5,7,5,5,1
44,Male,Japan,5,5,7,5,5,0
28,Female,Japan,3,6,6,9,6,1
28,Female,Japan,3,6,6,9,6,0
31,Male,British,6,10,9,2,9,1
31,Male,British,6,10,9,2,9,0
53,Female,British,6,9,10,6,10,1
53,Female,British,6,9,10,6,10,0
44,Male,Japan,5,5,5,10,3,1
44,Male,Japan,5,5,5,10,3,1
44,Male,Japan,5,5,5,10,3,1
44,Male,Japan,5,5,5,10,3,1
44,Male,Japan,5,5,5,10,3,1
44,Male,Japan,5,5,5,10,3,1
23,Male,Japan,5,8,8,5,6,0
23,Male,Japan,5,8,8,5,6,0
23,Male,Japan,5,8,8,5,6,0
23,Male,Japan,5,8,8,5,6,0
23,Male,Japan,5,8,8,5,6,0
23,Male,Japan,5,8,8,5,6,0
45,Male,British,5,9,7,5,6,0
45,Male,British,5,9,7,5,6,1
45,Male,British,5,9,7,5,6,0
45,Male,British,5,9,7,5,6,1
45,Male,British,5,9,7,5,6,1
45,Male,British,5,9,7,5,6,0
48,Male,British,2,4,7,9,9,1
48,Male,British,2,4,7,9,9,1
48,Male,British,2,4,7,9,9,1
48,Male,British,2,4,7,9,9,1
48,Male,British,2,4,7,9,9,1
48,Male,British,2,4,7,9,9,1
38,Female,Japan,8,5,9,7,3,0
38,Female,Japan,8,5,9,7,3,0
31,Male,Japan,4,6,6,5,8,0
31,Male,Japan,4,6,6,5,8,0
59,Male,British,6,4,7,4,8,0
59,Male,British,6,4,7,4,8,0
32,Female,British,2,4,6,10,9,1
32,Female,British,2,4,6,10,9,1
45,Female,Japan,4,6,8,4,6,1
35,Female,Japan,7,6,6,8,7,1
37,Female,Japan,2,5,4,10,8,1
31,Female,Japan,6,8,5,9,9,1
31,Female,Japan,6,8,5,9,9,1
33,Female,Japan,5,7,7,10,9,0
33,Female,Japan,5,7,7,10,9,0
65,Male,Japan,6,4,9,6,3,0
65,Male,Japan,6,4,9,6,3,1
33,Female,British,7,9,9,6,6,1
33,Female,British,7,9,9,6,6,1
62,Female,British,4,6,10,5,8,0
62,Female,British,4,6,10,5,8,0
30,Female,Japan,2,3,7,10,9,0
45,Female,Japan,4,6,8,4,6,1
35,Female,British,5,4,8,9,8,1
53,Female,British,7,9,10,2,6,1
38,Female,Japan,8,6,8,4,7,1
38,Female,Japan,8,6,8,4,7,1
66,Male,Japan,7,5,8,4,8,1
66,Male,Japan,7,5,8,4,8,1
47,Female,British,3,5,7,4,7,0
47,Female,British,3,5,7,4,7,1
25,Male,British,4,9,6,4,9,0
25,Male,British,4,9,6,4,9,1
30,Female,Japan,2,6,4,8,9,1
30,Female,Japan,2,6,4,8,9,1
30,Female,Japan,2,6,4,8,9,1
30,Female,Japan,2,6,4,8,9,1
30,Female,Japan,2,6,4,8,9,1
53,Female,Japan,4,6,6,9,9,1
53,Female,Japan,4,6,6,9,9,0
53,Female,Japan,4,6,6,9,9,1
53,Female,Japan,4,6,6,9,9,1
53,Female,Japan,4,6,6,9,9,0
49,Male,British,6,7,6,5,9,1
49,Male,British,6,7,6,5,9,1
49,Male,British,6,7,6,5,9,1
49,Male,British,6,7,6,5,9,1
49,Male,British,6,7,6,5,9,1
64,Male,British,4,4,7,3,4,1
64,Male,British,4,4,7,3,4,1
64,Male,British,4,4,7,3,4,1
64,Male,British,4,4,7,3,4,1
64,Male,British,4,4,7,3,4,1
62,Male,Japan,5,6,6,6,5,0
62,Male,Japan,5,6,6,6,5,1
62,Male,Japan,5,6,6,6,5,1
40,Male,Japan,7,6,8,5,5,0
40,Male,Japan,7,6,8,5,5,1
40,Male,Japan,7,6,8,5,5,1
40,Female,British,9,6,8,6,6,0
40,Female,British,9,6,8,6,6,1
40,Female,British,9,6,8,6,6,1
22,Male,British,5,8,7,5,10,0
22,Male,British,5,8,7,5,10,1
22,Male,British,5,8,7,5,10,1
36,Male,British,3,6,8,5,7,0
36,Male,British,3,6,8,5,7,0
36,Male,British,3,6,8,5,7,0
28,Male,Japan,4,5,6,8,7,0
28,Male,Japan,4,5,6,8,7,0
28,Male,Japan,4,5,6,8,7,0
39,Female,Japan,4,6,6,9,10,1
39,Female,Japan,4,6,6,9,10,1
39,Female,Japan,4,6,6,9,10,1
21,Female,British,10,4,4,8,7,1
21,Female,British,10,4,4,8,7,0
21,Female,British,10,4,4,8,7,1
21,Female,British,10,4,4,8,7,1
21,Female,British,10,4,4,8,7,1
40,Male,British,6,7,9,7,6,1
40,Male,British,6,7,9,7,6,1
40,Male,British,6,7,9,7,6,1
29,Female,Japan,4,7,6,6,4,1
29,Female,Japan,4,7,6,6,4,1
29,Female,Japan,4,7,6,6,4,1
29,Female,Japan,4,7,6,6,4,1
29,Female,Japan,4,7,6,6,4,1
29,Female,Japan,4,7,6,6,4,1
29,Female,Japan,4,7,6,6,4,0
39,Female,Japan,4,7,6,7,8,1
39,Female,Japan,4,7,6,7,8,1
39,Female,Japan,4,7,6,7,8,1
39,Female,Japan,4,7,6,7,8,1
39,Female,Japan,4,7,6,7,8,1
39,Female,Japan,4,7,6,7,8,1
39,Female,Japan,4,7,6,7,8,0
41,Female,British,6,6,6,6,6,1
41,Female,British,6,6,6,6,6,1
41,Female,British,6,6,6,6,6,1
41,Female,British,6,6,6,6,6,1
41,Female,British,6,6,6,6,6,1
41,Female,British,6,6,6,6,6,1
41,Female,British,6,6,6,6,6,1
40,Female,British,7,9,10,4,10,1
40,Female,British,7,9,10,4,10,1
40,Female,British,7,9,10,4,10,1
40,Female,British,7,9,10,4,10,1
40,Female,British,7,9,10,4,10,1
40,Female,British,7,9,10,4,10,1
40,Female,British,7,9,10,4,10,1
36,Female,Japan,2,5,2,9,9,0
30,Male,Japan,6,8,4,9,10,0
67,Male,British,4,9,6,4,9,1
45,Male,British,5,9,5,5,5,1
50,Male,Japan,6,5,7,7,8,0
56,Male,Japan,7,4,9,6,9,1
27,Female,British,4,8,6,6,5,1
72,Male,British,6,9,6,3,8,1
38,Male,Japan,6,5,6,6,9,1
38,Male,Japan,6,5,6,6,9,1
38,Male,Japan,6,5,6,6,9,1
38,Male,Japan,6,5,6,6,9,1
38,Male,Japan,6,5,6,6,9,1
38,Male,Japan,6,5,6,6,9,1
38,Male,Japan,6,5,6,6,9,1
28,Female,Japan,8,6,4,8,8,1
28,Female,Japan,8,6,4,8,8,1
28,Female,Japan,8,6,4,8,8,0
28,Female,Japan,8,6,4,8,8,0
28,Female,Japan,8,6,4,8,8,1
28,Female,Japan,8,6,4,8,8,0
28,Female,Japan,8,6,4,8,8,1
42,Male,British,6,7,7,4,7,1
42,Male,British,6,7,7,4,7,1
42,Male,British,6,7,7,4,7,1
42,Male,British,6,7,7,4,7,1
42,Male,British,6,7,7,4,7,1
42,Male,British,6,7,7,4,7,1
42,Male,British,6,7,7,4,7,1
43,Male,British,6,5,7,6,6,1
43,Male,British,6,5,7,6,6,1
43,Male,British,6,5,7,6,6,1
43,Male,British,6,5,7,6,6,1
43,Male,British,6,5,7,6,6,1
43,Male,British,6,5,7,6,6,1
43,Male,British,6,5,7,6,6,1
37,Male,British,4,8,6,8,9,1
37,Male,British,4,8,6,8,9,1
37,Male,British,4,8,6,8,9,1
37,Male,British,4,8,6,8,9,1
37,Male,British,4,8,6,8,9,1
37,Male,British,4,8,6,8,9,1
37,Male,British,4,8,6,8,9,1
49,Female,Japan,4,7,9,7,7,1
49,Female,Japan,4,7,9,7,7,1
49,Female,Japan,4,7,9,7,7,1
49,Female,Japan,4,7,9,7,7,1
50,Female,Japan,4,5,7,9,6,1
50,Female,Japan,4,5,7,9,6,1
50,Female,Japan,4,5,7,9,6,1
50,Female,Japan,4,5,7,9,6,0
22,Male,British,3,8,4,8,7,1
22,Male,British,3,8,4,8,7,1
22,Male,British,3,8,4,8,7,1
22,Male,British,3,8,4,8,7,0
42,Male,British,6,7,6,3,9,1
42,Male,British,6,7,6,3,9,1
42,Male,British,6,7,6,3,9,1
42,Male,British,6,7,6,3,9,1
32,Female,Japan,9,10,5,8,9,0
37,Male,Japan,7,6,5,6,8,1
56,Female,British,10,10,10,2,10,1
22,Male,British,3,7,7,8,9,0
38,Male,Japan,5,4,6,8,7,1
38,Male,Japan,5,4,6,8,7,1
38,Male,Japan,5,4,6,8,7,1
38,Male,Japan,5,4,6,8,7,1
29,Female,Japan,5,4,6,8,8,0
29,Female,Japan,5,4,6,8,8,1
29,Female,Japan,5,4,6,8,8,1
29,Female,Japan,5,4,6,8,8,1
53,Male,British,3,4,8,4,6,1
53,Male,British,3,4,8,4,6,1
53,Male,British,3,4,8,4,6,1
53,Male,British,3,4,8,4,6,1
52,Female,British,5,5,9,6,8,1
52,Female,British,5,5,9,6,8,1
52,Female,British,5,5,9,6,8,1
52,Female,British,5,5,9,6,8,1
20,Male,Japan,4,6,8,8,6,1
20,Male,Japan,4,6,8,8,6,1
20,Male,Japan,4,6,8,8,6,1
20,Male,Japan,4,6,8,8,6,1
20,Male,Japan,4,6,8,8,6,1
20,Male,Japan,4,6,8,8,6,1
20,Male,Japan,4,6,8,8,6,1
47,Female,Japan,6,7,8,5,9,0
47,Female,Japan,6,7,8,5,9,0
47,Female,Japan,6,7,8,5,9,0
47,Female,Japan,6,7,8,5,9,0
47,Female,Japan,6,7,8,5,9,0
47,Female,Japan,6,7,8,5,9,0
47,Female,Japan,6,7,8,5,9,0
48,Female,British,4,7,8,5,5,1
48,Female,British,4,7,8,5,5,1
48,Female,British,4,7,8,5,5,1
48,Female,British,4,7,8,5,5,1
48,Female,British,4,7,8,5,5,1
48,Female,British,4,7,8,5,5,1
48,Female,British,4,7,8,5,5,0
23,Male,British,5,8,6,6,8,0
23,Male,British,5,8,6,6,8,0
23,Male,British,5,8,6,6,8,0
23,Male,British,5,8,6,6,8,0
23,Male,British,5,8,6,6,8,1
23,Male,British,5,8,6,6,8,1
23,Male,British,5,8,6,6,8,0
51,Male,Japan,2,6,6,8,9,0
51,Male,Japan,2,6,6,8,9,0
51,Male,Japan,2,6,6,8,9,0
51,Male,Japan,2,6,6,8,9,0
51,Male,Japan,2,6,6,8,9,0
51,Male,Japan,2,6,6,8,9,1
51,Male,Japan,2,6,6,8,9,0
51,Male,Japan,2,6,6,8,9,0
29,Male,Japan,7,7,10,2,10,0
29,Male,Japan,7,7,10,2,10,0
29,Male,Japan,7,7,10,2,10,0
29,Male,Japan,7,7,10,2,10,0
29,Male,Japan,7,7,10,2,10,0
29,Male,Japan,7,7,10,2,10,1
29,Male,Japan,7,7,10,2,10,0
29,Male,Japan,7,7,10,2,10,0
37,Male,British,2,6,7,8,3,0
37,Male,British,2,6,7,8,3,1
37,Male,British,2,6,7,8,3,1
37,Male,British,2,6,7,8,3,0
37,Male,British,2,6,7,8,3,0
37,Male,British,2,6,7,8,3,1
37,Male,British,2,6,7,8,3,0
37,Male,British,2,6,7,8,3,0
34,Male,British,4,5,8,6,10,0
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
38,Female,Japan,8,5,9,7,3,0
38,Female,Japan,8,5,9,7,3,0
38,Female,Japan,8,5,9,7,3,1
31,Male,Japan,4,6,6,5,8,0
31,Male,Japan,4,6,6,5,8,0
31,Male,Japan,4,6,6,5,8,0
32,Female,British,2,4,6,10,9,1
32,Female,British,2,4,6,10,9,1
32,Female,British,2,4,6,10,9,1
59,Male,British,6,4,7,4,8,0
59,Male,British,6,4,7,4,8,0
59,Male,British,6,4,7,4,8,0
36,Male,Japan,4,4,7,7,9,0
36,Male,Japan,4,4,7,7,9,0
36,Male,Japan,4,4,7,7,9,0
36,Male,Japan,4,4,7,7,9,0
36,Male,Japan,4,4,7,7,9,0
36,Male,Japan,4,4,7,7,9,0
44,Male,Japan,2,6,9,5,6,1
44,Male,Japan,2,6,9,5,6,1
44,Male,Japan,2,6,9,5,6,0
44,Male,Japan,2,6,9,5,6,1
44,Male,Japan,2,6,9,5,6,0
44,Male,Japan,2,6,9,5,6,0
20,Male,British,5,6,6,6,6,1
20,Male,British,5,6,6,6,6,1
20,Male,British,5,6,6,6,6,1
20,Male,British,5,6,6,6,6,1
20,Male,British,5,6,6,6,6,1
20,Male,British,5,6,6,6,6,1
46,Male,British,6,4,5,7,8,1
46,Male,British,6,4,5,7,8,1
46,Male,British,6,4,5,7,8,1
46,Male,British,6,4,5,7,8,1
46,Male,British,6,4,5,7,8,1
46,Male,British,6,4,5,7,8,1
56,Female,Japan,7,6,5,6,4,1
41,Female,Japan,5,5,6,8,7,0
22,Male,British,3,7,6,9,10,1
75,Female,British,3,7,10,6,10,1
29,Other,Japan,2,6,2,10,5,0
38,Female,Japan,5,7,5,6,8,1
47,Male,British,6,7,10,6,8,1
37,Female,British,8,10,7,9,10,0
42,Female,Japan,4,6,6,9,4,1
42,Female,Japan,4,6,6,9,4,1
42,Female,Japan,4,6,6,9,4,1
42,Female,Japan,4,6,6,9,4,1
42,Female,Japan,4,6,6,9,4,0
26,Male,Japan,3,4,6,6,6,1
26,Male,Japan,3,4,6,6,6,1
26,Male,Japan,3,4,6,6,6,1
26,Male,Japan,3,4,6,6,6,1
26,Male,Japan,3,4,6,6,6,0
61,Female,British,10,8,10,5,3,1
61,Female,British,10,8,10,5,3,1
61,Female,British,10,8,10,5,3,1
61,Female,British,10,8,10,5,3,1
61,Female,British,10,8,10,5,3,1
43,Male,British,6,10,7,9,9,0
43,Male,British,6,10,7,9,9,1
43,Male,British,6,10,7,9,9,0
43,Male,British,6,10,7,9,9,0
43,Male,British,6,10,7,9,9,0
28,Male,Japan,7,3,3,4,7,0
28,Male,Japan,7,3,3,4,7,0
60,Male,Japan,7,6,10,6,9,1
60,Male,Japan,7,6,10,6,9,1
31,Male,British,4,8,6,6,7,1
31,Male,British,4,8,6,6,7,1
20,Male,British,6,7,9,4,6,1
20,Male,British,6,7,9,4,6,1
59,Male,Japan,6,6,6,4,7,0
59,Male,Japan,6,6,6,4,7,0
59,Male,Japan,6,6,6,4,7,0
59,Male,Japan,6,6,6,4,7,0
59,Male,Japan,6,6,6,4,7,0
59,Male,Japan,6,6,6,4,7,0
40,Male,Japan,4,6,6,6,6,1
40,Male,Japan,4,6,6,6,6,1
40,Male,Japan,4,6,6,6,6,1
40,Male,Japan,4,6,6,6,6,1
40,Male,Japan,4,6,6,6,6,1
40,Male,Japan,4,6,6,6,6,1
20,Male,British,5,7,6,3,4,1
20,Male,British,5,7,6,3,4,1
20,Male,British,5,7,6,3,4,1
20,Male,British,5,7,6,3,4,1
20,Male,British,5,7,6,3,4,1
20,Male,British,5,7,6,3,4,1
20,Female,Japan,7,7,5,5,9,0
20,Female,Japan,7,7,5,5,9,0
31,Male,Japan,9,10,10,3,7,0
31,Male,Japan,9,10,10,3,7,1
23,Female,British,5,8,7,7,8,0
23,Female,British,5,8,7,7,8,0
25,Male,British,5,2,4,10,7,1
25,Male,British,5,2,4,10,7,1
22,Female,Japan,4,8,8,8,4,0
22,Female,Japan,4,8,8,8,4,1
22,Female,Japan,4,8,8,8,4,1
48,Female,Japan,2,5,6,10,6,1
48,Female,Japan,2,5,6,10,6,0
48,Female,Japan,2,5,6,10,6,0
48,Female,Japan,9,7,7,3,10,1
48,Female,Japan,9,7,7,3,10,1
48,Female,Japan,9,7,7,3,10,1
54,Male,British,7,8,8,5,8,1
54,Male,British,7,8,8,5,8,1
54,Male,British,7,8,8,5,8,1
39,Female,British,5,7,9,7,9,1
39,Female,British,5,7,9,7,9,1
39,Female,British,5,7,9,7,9,1
30,Female,British,6,6,6,8,10,0
30,Female,British,6,6,6,8,10,1
30,Female,British,6,6,6,8,10,1
30,Female,Japan,2,6,4,8,9,0
30,Female,Japan,2,6,4,8,9,0
30,Female,Japan,2,6,4,8,9,0
30,Female,Japan,2,6,4,8,9,0
53,Female,Japan,4,6,6,9,9,0
53,Female,Japan,4,6,6,9,9,0
53,Female,Japan,4,6,6,9,9,1
53,Female,Japan,4,6,6,9,9,0
49,Male,British,6,7,6,5,9,1
49,Male,British,6,7,6,5,9,1
49,Male,British,6,7,6,5,9,1
49,Male,British,6,7,6,5,9,1
64,Male,British,4,4,7,3,4,0
64,Male,British,4,4,7,3,4,0
64,Male,British,4,4,7,3,4,1
64,Male,British,4,4,7,3,4,0
23,Female,Japan,2,6,6,6,8,0
47,Male,Japan,3,5,10,8,8,0
58,Male,British,8,8,4,5,6,1
23,Male,British,6,6,3,6,5,1
56,Female,Japan,7,6,5,6,4,1
41,Female,Japan,5,5,6,8,7,0
22,Male,British,3,7,6,9,10,1
75,Female,British,3,7,10,6,10,1
30,Male,Japan,7,3,8,7,10,0
30,Male,Japan,7,3,8,7,10,1
30,Male,Japan,7,3,8,7,10,1
30,Male,Japan,7,3,8,7,10,0
28,Male,Japan,6,5,3,6,4,1
28,Male,Japan,6,5,3,6,4,1
28,Male,Japan,6,5,3,6,4,1
28,Male,Japan,6,5,3,6,4,1
32,Female,British,2,4,7,10,6,0
32,Female,British,2,4,7,10,6,0
32,Female,British,2,4,7,10,6,0
32,Female,British,2,4,7,10,6,0
38,Male,British,8,9,4,8,10,1
38,Male,British,8,9,4,8,10,1
38,Male,British,8,9,4,8,10,1
38,Male,British,8,9,4,8,10,1
34,Other,Japan,4,5,8,5,5,1
34,Other,Japan,4,5,8,5,5,1
34,Other,Japan,4,5,8,5,5,1
34,Other,Japan,4,5,8,5,5,1
34,Other,Japan,4,5,8,5,5,1
34,Other,Japan,4,5,8,5,5,1
28,Male,Japan,4,5,6,8,6,1
28,Male,Japan,4,5,6,8,6,1
28,Male,Japan,4,5,6,8,6,1
28,Male,Japan,4,5,6,8,6,1
28,Male,Japan,4,5,6,8,6,1
28,Male,Japan,4,5,6,8,6,1
38,Female,British,3,7,9,8,7,1
38,Female,British,3,7,9,8,7,1
38,Female,British,3,7,9,8,7,1
38,Female,British,3,7,9,8,7,1
38,Female,British,3,7,9,8,7,1
38,Female,British,3,7,9,8,7,1
43,Female,British,5,6,8,4,8,1
43,Female,British,5,6,8,4,8,1
43,Female,British,5,6,8,4,8,1
43,Female,British,5,6,8,4,8,1
43,Female,British,5,6,8,4,8,1
43,Female,British,5,6,8,4,8,1
49,Male,Japan,5,3,6,8,8,1
49,Male,Japan,5,3,6,8,8,0
42,Male,Japan,4,6,10,8,6,0
42,Male,Japan,4,6,10,8,6,0
25,Male,British,6,7,8,6,6,1
25,Male,British,6,7,8,6,6,1
23,Male,British,7,6,9,4,9,1
23,Male,British,7,6,9,4,9,1
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,1
58,Female,Japan,4,5,6,7,8,0
22,Female,Japan,6,6,5,8,6,1
22,Female,Japan,6,6,5,8,6,1
22,Female,Japan,6,6,5,8,6,1
22,Female,Japan,6,6,5,8,6,1
50,Male,British,4,5,10,8,3,1
50,Male,British,4,5,10,8,3,1
50,Male,British,4,5,10,8,3,1
50,Male,British,4,5,10,8,3,0
21,Female,British,6,7,7,8,10,1
21,Female,British,6,7,7,8,10,1
21,Female,British,6,7,7,8,10,1
21,Female,British,6,7,7,8,10,0
33,Female,Japan,5,6,5,4,9,0
32,Female,Japan,5,7,7,7,8,1
37,Male,British,6,6,5,6,6,0
37,Male,British,6,6,5,6,6,1
71,Female,British,10,7,9,3,10,1
35,Female,Japan,5,6,5,8,3,0
36,Female,Japan,3,4,8,9,4,0
45,Female,British,6,8,8,6,6,1
31,Male,British,3,5,8,7,6,1
34,Female,Japan,5,7,5,6,7,1
34,Female,Japan,5,7,5,6,7,0
36,Male,Japan,4,6,4,7,4,1
